vtuneCategory,threadcount,inputinfo,metric,value
tr,4,default,Thread Oversubscription,0s (0.0% of CPU Time)
tr,4,default,Wait Time with poor CPU Utilization,0.008s (100.0% of Wait Time)
tr,4,default,Spin and Overhead Time,0.770s (96.2% of CPU Time)
tr,4,default,Application Command Line,"nn ""filelist_4"" ""5"" ""30"" ""90"""
tr,4,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
tr,4,default,Computer Name,quartz835
tr,4,default,Result Size,7221596
tr,4,default,Collection start time,00:45:17 22/04/2021 UTC
tr,4,default,Collection stop time,00:45:18 22/04/2021 UTC
tr,4,default,Collector Type,User-mode sampling and tracing
tr,4,default,Name,Intel(R) Xeon(R) Processor code named Broadwell
tr,4,default,Frequency,2095146234
tr,4,default,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
hpc,4,default,Metric Name,Metric Value
hpc,4,default,Elapsed Time,0.176725
hpc,4,default,SP GFLOPS,0.0
hpc,4,default,DP GFLOPS,0.0
hpc,4,default,x87 GFLOPS,0.0
hpc,4,default,CPI Rate,0.957746
hpc,4,default,Average CPU Frequency,3165998962.133333
hpc,4,default,Total Thread Count,4
hpc,4,default,Effective Physical Core Utilization,2.1% (0.744 out of 36)
hpc,4,default,Effective Logical Core Utilization,0.8% (0.596 out of 72)
hpc,4,default,Serial Time (outside parallel regions),0.153s (86.5%)
hpc,4,default,Parallel Region Time,0.024s (13.5%)
hpc,4,default,Estimated Ideal Time,0.013s (7.5%)
hpc,4,default,OpenMP Potential Gain,0.010s (5.9%)
hpc,4,default,Memory Bound,0.0
hpc,4,default,Cache Bound,0.0
hpc,4,default,DRAM Bound,12.6
hpc,4,default,NUMA: % of Remote Accesses,0.0
hpc,4,default,Vectorization,0.0
hpc,4,default,SP FLOPs,0.0
hpc,4,default,Packed,0.0
hpc,4,default,128-bit,0.0
hpc,4,default,256-bit,0.0
hpc,4,default,Scalar,0.0
hpc,4,default,DP FLOPs,0.0
hpc,4,default,Packed,0.0
hpc,4,default,128-bit,0.0
hpc,4,default,256-bit,0.0
hpc,4,default,Scalar,0.0
hpc,4,default,x87 FLOPs,0.0
hpc,4,default,Non-FP,100.0
hpc,4,default,FP Arith/Mem Rd Instr. Ratio,0.0
hpc,4,default,FP Arith/Mem Wr Instr. Ratio,0.0
hpc,4,default,Application Command Line,"nn ""filelist_4"" ""5"" ""30"" ""90"""
hpc,4,default,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
hpc,4,default,Computer Name,quartz835
hpc,4,default,Result Size,7118853
hpc,4,default,Collection start time,00:45:32 22/04/2021 UTC
hpc,4,default,Collection stop time,00:45:32 22/04/2021 UTC
hpc,4,default,Collector Type,Driverless Perf per-process sampling
hpc,4,default,Name,Intel(R) Xeon(R) Processor code named Broadwell
hpc,4,default,Frequency,2095146372
hpc,4,default,Logical CPU Count,72
