vtuneCategory,threadcount,inputinfo,metric,value
hpc,4,10,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
hpc,4,10,Computer Name,quartz3070
hpc,4,10,Result Size,5359646
hpc,4,10,Collection start time,23:42:15 21/04/2021 UTC
hpc,4,10,Collection stop time,23:42:16 21/04/2021 UTC
hpc,4,10,Collector Type,Driverless Perf per-process sampling
hpc,4,10,Name,Intel(R) Xeon(R) Processor code named Broadwell
hpc,4,10,Frequency,2095148311
hpc,4,10,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
tr,36,20,Metric Name,Metric Value
tr,36,20,Elapsed Time,2.160719
tr,36,20,Paused Time,0.0
tr,36,20,Effective CPU Utilization,27.9% (20.063 out of 72 logical CPUs)
tr,36,20,OpenMP Analysis. Collection Time,2.160719
tr,36,20,Serial Time (outside parallel regions),0.833s (38.5%)
tr,36,20,Parallel Region Time,1.328s (61.5%)
tr,36,20,Estimated Ideal Time,1.104s (51.1%)
tr,36,20,OpenMP Potential Gain,0.224s (10.4%)
tr,36,20,Total Thread Count,36
tr,36,20,Thread Oversubscription,0s (0.0% of CPU Time)
tr,36,20,Wait Time with poor CPU Utilization,7.896s (100.0% of Wait Time)
tr,36,20,Spin and Overhead Time,7.680s (16.2% of CPU Time)
tr,36,20,Application Command Line,"lavaMD ""-cores"" ""36"" ""-boxes1d"" ""20"""
tr,36,20,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
tr,36,20,Computer Name,quartz3070
tr,36,20,Result Size,5206999
tr,36,20,Collection start time,23:42:38 21/04/2021 UTC
tr,36,20,Collection stop time,23:42:41 21/04/2021 UTC
tr,36,20,Collector Type,User-mode sampling and tracing
tr,36,20,Name,Intel(R) Xeon(R) Processor code named Broadwell
tr,36,20,Frequency,2095148035
tr,36,20,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
hpc,36,20,Metric Name,Metric Value
hpc,36,20,Elapsed Time,1.761505
hpc,36,20,SP GFLOPS,0.0
hpc,36,20,DP GFLOPS,31.728601
hpc,36,20,x87 GFLOPS,0.0
hpc,36,20,CPI Rate,0.466211
hpc,36,20,Average CPU Frequency,2601009427.926695
hpc,36,20,Total Thread Count,36
hpc,36,20,Effective Physical Core Utilization,61.3% (22.067 out of 36)
hpc,36,20,Effective Logical Core Utilization,32.0% (23.005 out of 72)
hpc,36,20,Serial Time (outside parallel regions),0.456s (25.9%)
hpc,36,20,Parallel Region Time,1.305s (74.1%)
hpc,36,20,Estimated Ideal Time,1.108s (62.9%)
hpc,36,20,OpenMP Potential Gain,0.197s (11.2%)
hpc,36,20,Memory Bound,5.7
hpc,36,20,Cache Bound,3.4
hpc,36,20,DRAM Bound,0.2
hpc,36,20,NUMA: % of Remote Accesses,0.0
hpc,36,20,Vectorization,0.0
hpc,36,20,SP FLOPs,0.0
hpc,36,20,Packed,0.0
hpc,36,20,128-bit,0.0
hpc,36,20,256-bit,0.0
hpc,36,20,Scalar,0.0
hpc,36,20,DP FLOPs,28.9
hpc,36,20,Packed,0.0
hpc,36,20,128-bit,0.0
hpc,36,20,256-bit,0.0
hpc,36,20,Scalar,100.0
hpc,36,20,x87 FLOPs,0.0
hpc,36,20,Non-FP,71.1
hpc,36,20,FP Arith/Mem Rd Instr. Ratio,0.934933
hpc,36,20,FP Arith/Mem Wr Instr. Ratio,2.289336
hpc,36,20,Application Command Line,"lavaMD ""-cores"" ""36"" ""-boxes1d"" ""20"""
