==125063== NVPROF is profiling process 125063, command: hotspot 1024 2 2 ../../data/hotspot/temp_1024 ../../data/hotspot/power_1024 output.out
==125063== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==125063== Profiling application: hotspot 1024 2 2 ../../data/hotspot/temp_1024 ../../data/hotspot/power_1024 output.out
==125063== Profiling result:
==125063== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: calculate_temp(int, float*, float*, float*, int, int, int, int, float, float, float, float, float, float)
          1                     fb_subp0_read_sectors      123795      123795      123795      123795
          1                     fb_subp1_read_sectors      124171      124171      124171      124171
          1                    fb_subp0_write_sectors       89101       89101       89101       89101
          1                    fb_subp1_write_sectors       88369       88369       88369       88369
          1              l2_subp0_write_sector_misses       89770       89770       89770       89770
          1              l2_subp1_write_sector_misses       89828       89828       89828       89828
          1               l2_subp0_read_sector_misses      124015      124015      124015      124015
          1               l2_subp1_read_sector_misses      123967      123967      123967      123967
          1          l2_subp0_read_tex_sector_queries      345788      345788      345788      345788
          1          l2_subp1_read_tex_sector_queries      345676      345676      345676      345676
          1         l2_subp0_write_tex_sector_queries       87552       87552       87552       87552
          1         l2_subp1_write_tex_sector_queries       87552       87552       87552       87552
          1             l2_subp0_read_tex_hit_sectors      250346      250346      250346      250346
          1             l2_subp1_read_tex_hit_sectors      249775      249775      249775      249775
          1            l2_subp0_write_tex_hit_sectors       60503       60503       60503       60503
          1            l2_subp1_write_tex_hit_sectors       60523       60523       60523       60523
          1        l2_subp0_total_read_sector_queries      345958      345958      345958      345958
          1        l2_subp1_total_read_sector_queries      346025      346025      346025      346025
          1       l2_subp0_total_write_sector_queries       92172       92172       92172       92172
          1       l2_subp1_total_write_sector_queries       92078       92078       92078       92078
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm     5405178     5405178     5405178     5405178
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched       59168       59168       59168       59168
          1                              inst_issued0     4244341     4244341     4244341     4244341
          1                              inst_issued1    14936930    14936930    14936930    14936930
          1                             inst_executed    67471448    67471448    67471448    67471448
          1                      thread_inst_executed  2052331740  2052331740  2052331740  2052331740
          1   not_predicated_off_thread_inst_executed  1966144404  1966144404  1966144404  1966144404
          1                             active_cycles     4800409     4800409     4800409     4800409
          1                              active_warps  5516275340  5516275340  5516275340  5516275340
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched        7396        7396        7396        7396
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load      719304      719304      719304      719304
          1                              shared_store      279156      279156      279156      279156
